MMV,Make,Model,Variant,Type,Fuel Type,Age,Transmission,Color,Kms,No of Owner,Heath score,price score,on road price,Current Price,Dep
HyundaiXcentBase1.2Cng,Hyundai,Xcent,Base1.2Cng,Sedan,Petrol + CNG,2,Manual,White,"42,000",1,9.8,8.2,602752,412528,31.6
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,Petrol,9,Manual,Blue,"43,000",3,5,8.6,738248,247072,66.5
HyundaiI20Sportz 1.4 CRDI,Hyundai,I20,Sportz 1.4 CRDI,Hatchback,Diesel,5,Manual,White,"56,104",1,3.8,7.4,840488,403200,52.0
HyundaiEonEra +,Hyundai,Eon,Era +,Hatchback,Petrol,7,Manual,Silver,"50,000",2,5,6.6,442461,154000,65.2
HyundaiVernaFluidic 1.6 CRDi SX,Hyundai,Verna,Fluidic 1.6 CRDi SX,Sedan,diesel,7,Manual,White,"104,000",2,3.3,7.4,1217935,544800,55.3
HyundaiElite I20Asta 1.2 (O),Hyundai,Elite I20,Asta 1.2 (O),Hatchback,Petrol,3,Manual,Red,"20,000",1,9.9,5.7,912293,621792,31.8
HyundaiI20Sportz 1.4 CRDI 6 Speed (O),Hyundai,I20,Sportz 1.4 CRDI 6 Speed (O),Hatchback,Diesel,5,Manual,White,"56,100",1,3.8,8.4,749054,402268,46.3
HyundaiVernaXi,Hyundai,Verna,Xi,Sedan,Petrol,11,Manual,Blue,"60,000",1,4.5,4.2,751422,254316,66.2
HyundaiXcentS1.2lKappaDualVtvt,Hyundai,Xcent,S1.2lKappaDualVtvt,Sedan,Petrol,4,Manual,Red,"46,829",1,4.8,4.2,709521,403200,43.2
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,8,Manual,Blue,"27,258",1,4.5,8,585070,256128,56.2
HyundaiI10Sportz 1.2,Hyundai,I10,Sportz 1.2,Hatchback,Petrol,8,Manual,Grey,"50,214",1,5,4,537850,287950,46.5
HyundaiI10Magna 1.2,Hyundai,I10,Magna 1.2,Hatchback,Petrol,8,Manual,Red,"42,453",1,4.5,5.4,482567,256128,46.9
HyundaiI20Magna 1.4 CRDI,Hyundai,I20,Magna 1.4 CRDI,Hatchback,Diesel,6,Manual,Silver,"72,000",1,4.8,5.3,739676,352182,52.4
HyundaiI20Sportz 1.2 (O),Hyundai,I20,Sportz 1.2 (O),Hatchback,Petrol,6,Manual,White,"51,336",1,4.3,5.2,608104,310800,48.9
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,6,Manual,Silver,"67,414",1,3.8,7.8,585070,287950,50.8
HyundaiEonEra +,Hyundai,Eon,Era +,Hatchback,Petrol,5,Manual,Red,"8,000",1,4.5,4.8,442461,274288,38.0
HyundaiGrand I10Sportz 1.1 CRDi,Hyundai,Grand I10,Sportz 1.1 CRDi,Hatchback,Diesel,2,Manual,Blue,"27,689",1,4.6,4,747882,568750,24.0
HyundaiGrand I10Sportz 1.2 Kappa VTVT,Hyundai,Grand I10,Sportz 1.2 Kappa VTVT,Hatchback,Petrol,3,Manual,Grey,"6,000",1,9.2,5.6,647262,426550,34.1
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,Diesel,7,Manual,White,"66,000",1,4.3,6.8,738248,297038,59.8
HyundaiVernaFluidic 1.6 VTVT SX Opt,Hyundai,Verna,Fluidic 1.6 VTVT SX Opt,Sedan,Petrol,7,Manual,White,"50,011",1,4.3,3.2,1157910,507638,56.2
HyundaiI20Magna 1.4 CRDI,Hyundai,I20,Magna 1.4 CRDI,Hatchback,Diesel,6,Manual,White,"58,000",1,4.8,5.3,739676,355876,51.9
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,7,Automatic,Silver,"35,000",1,4.5,5.1,581615,297078,48.9
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,8,Automatic,White,"45,410",1,4.5,7.8,581615,306222,47.3
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,Petrol,8,Manual,Red,"57,000",1,9.9,7.2,738248,274288,62.8
HyundaiElite I20Asta 1.2,Hyundai,Elite I20,Asta 1.2,Hatchback,Petrol,3,Manual,Red,"37,922",1,3.3,7.2,822103,568750,30.8
HyundaiI20Magna 1.4 CRDI,Hyundai,I20,Magna 1.4 CRDI,Hatchback,Diesel,7,Manual,White,"45,000",1,4.5,7.4,739676,310800,58.0
HyundaiVernaXi,Hyundai,Verna,Xi,Sedan,Petrol,9,Manual,Red,"59,000",2,4.5,8.2,751422,219999,70.7
HyundaiGetz Prime1.1 GVS,Hyundai,Getz Prime,1.1 GVS,Hatchback,Petrol,11,Manual,Silver,"77,000",1,5,4.8,458727,123200,73.1
HyundaiGetz Prime1.1 GVS,Hyundai,Getz Prime,1.1 GVS,Hatchback,Petrol,8,Manual,Silver,"78,852",1,4,4.2,458727,174240,62.0
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,9,Manual,Red,"60,148",1,4.5,4.2,585070,310800,46.9
HyundaiVerna1.6Sx,Hyundai,Verna,1.6Sx,Sedan,Petrol,6,Manual,White,"104,000",2,3.3,6.1,1197165,544800,54.5
HyundaiGrand I10Magna 1.2 Kappa VTVT,Hyundai,Grand I10,Magna 1.2 Kappa VTVT,Hatchback,Petrol,4,Manual,White,"36,200",1,4.8,5.4,633709,356800,43.7
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,6,Automatic,Red,"29,359",1,4.5,4.8,581615,370678,36.3
HyundaiVernaFluidic 1.4 VTVT,Hyundai,Verna,Fluidic 1.4 VTVT,Sedan,Petrol,6,Manual,Black,"68,609",1,3.8,7.7,833881,403200,51.6
HyundaiElite I20Sportz 1.2 (O),Hyundai,Elite I20,Sportz 1.2 (O),Hatchback,Petrol,2,Manual,Maroon,"20,000",1,8.4,6.4,779764,568750,27.1
HyundaiI20Sportz 1.2,Hyundai,I20,Sportz 1.2,Hatchback,Petrol,8,Manual,Grey,"40,000",1,5,4,678359,329152,51.5
HyundaiSanta Fe2 WD,Hyundai,Santa Fe,2 WD,SUV,Diesel,7,Manual,White,"81,000",1,4.7,4.8,3156322,1182501,62.5
HyundaiSanta Fe2 WD,Hyundai,Santa Fe,2 WD,SUV,diesel,7,Manual,White,"97,953",1,3.5,3.6,3156322,1282500,59.4
HyundaiGrand I10Sportz 1.2 Kappa VTVT,Hyundai,Grand I10,Sportz 1.2 Kappa VTVT,Hatchback,Petrol,3,Manual,White,"20,057",1,5,4.2,647262,431232,33.4
HyundaiVernaXi,Hyundai,Verna,Xi,Sedan,Petrol,11,Manual,Silver,"89,000",1,9.9,9.9,751422,211200,71.9
HyundaiI20Magna 1.4 CRDI,Hyundai,I20,Magna 1.4 CRDI,Hatchback,Diesel,7,Manual,White,"71,000",2,4.8,5.8,739676,310800,58.0
HyundaiElite I20Asta 1.2 (O),Hyundai,Elite I20,Asta 1.2 (O),Hatchback,Petrol,3,Manual,Red,"18,000",1,5,5.6,912293,607278,33.4
HyundaiI20Sportz 1.2 BS-IV,Hyundai,I20,Sportz 1.2 BS-IV,Hatchback,Petrol,7,Manual,White,"36,247",1,5,4,685269,352182,48.6
HyundaiVernaVGT CRDi,Hyundai,Verna,VGT CRDi,Sedan,diesel,11,Manual,Red,"112,806",2,3.8,6.2,874471,274288,68.6
HyundaiVerna1.6 VTVT SX,Hyundai,Verna,1.6 VTVT SX,Sedan,Petrol,7,Manual,Silver,"57,536",1,9.9,5.1,1135123,473550,58.3
HyundaiI10Magna 1.1 iRDE2,Hyundai,I10,Magna 1.1 iRDE2,Hatchback,Petrol,5,Manual,Grey,"14,231",1,4.5,4.2,541570,338352,37.5
HyundaiI10Magna 1.2,Hyundai,I10,Magna 1.2,Hatchback,Petrol,5,Manual,Grey,"22,000",1,4.5,8.6,482567,269742,44.1
HyundaiEonSportz,Hyundai,Eon,Sportz,Hatchback,Petrol,5,Manual,Silver,"19,307",1,5,4.2,510953,238032,53.4
HyundaiI10Sportz 1.2,Hyundai,I10,Sportz 1.2,Hatchback,Petrol,9,Manual,Red,"35,000",1,5,7.2,537850,198000,63.2
HyundaiI10Sportz 1.2,Hyundai,I10,Sportz 1.2,Hatchback,Petrol,8,Manual,Blue,"56,000",1,9.9,4.2,537850,338352,37.1
HyundaiVernaFluidic 1.6 CRDi,Hyundai,Verna,Fluidic 1.6 CRDi,Sedan,Diesel,6,Manual,Purple,"39,875",1,5.7,5.2,1084817,641200,40.9
HyundaiI10Sportz 1.2,Hyundai,I10,Sportz 1.2,Hatchback,Petrol,8,Manual,Grey,"97,077",1,3.8,4.6,537850,265200,50.7
HyundaiI20Sportz 1.4 CRDI,Hyundai,I20,Sportz 1.4 CRDI,Hatchback,diesel,7,Manual,White,"68,997",1,3.8,6.9,840488,379950,54.8
HyundaiI10Magna1.1,Hyundai,I10,Magna1.1,Hatchback,Petrol,8,Manual,Red,"70,330",1,4.3,4.2,530124,265200,50.0
HyundaiI20Sportz 1.2 BS-IV,Hyundai,I20,Sportz 1.2 BS-IV,Hatchback,Petrol,7,Manual,White,"45,000",1,8.5,6.9,685269,271765,60.3
HyundaiI20Sportz 1.2,Hyundai,I20,Sportz 1.2,Hatchback,Petrol,7,Manual,White,"70,000",1,4.8,4.5,678359,287950,57.6
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,Petrol,9,Manual,Beige,"39,000",1,5,4.2,738248,265200,64.1
HyundaiXcentS 1.2 (O),Hyundai,Xcent,S 1.2 (O),Sedan,Petrol,4,Manual,Silver,"9,900",1,4.5,4.9,685332,465060,32.1
HyundaiI10Era 1.1 iRDE2,Hyundai,I10,Era 1.1 iRDE2,Hatchback,Petrol,8,Manual,Red,"30,674",1,4.5,7.4,504450,176000,65.1
HyundaiVernaFluidic 1.6 CRDi,Hyundai,Verna,Fluidic 1.6 CRDi,Sedan,diesel,7,Manual,White,"104,000",2,3.5,6.3,1084817,544800,49.8
HyundaiVernaFluidic 1.6 CRDi SX Opt AT,Hyundai,Verna,Fluidic 1.6 CRDi SX Opt AT,Sedan,Diesel,7,Automatic,White,"55,000",1,4.3,7.4,1431253,597622,58.2
HyundaiI20Magna 1.4 CRDI,Hyundai,I20,Magna 1.4 CRDI,Hatchback,Diesel,6,Manual,Silver,"38,000",1,4.5,4.8,739676,403200,45.5
HyundaiEonEra +,Hyundai,Eon,Era +,Hatchback,Petrol,6,Manual,White,"14,000",2,4.5,6.8,442461,198000,55.3
HyundaiVernaFluidic 1.6 VTVT,Hyundai,Verna,Fluidic 1.6 VTVT,Sedan,Petrol,5,Manual,White,"55,000",1,4.8,4.8,934922,602448,35.6
HyundaiXcentBase 1.1 CRDi,Hyundai,Xcent,Base 1.1 CRDi,Sedan,Diesel,2,Manual,White,"53,663",1,9.8,7.6,717230,450000,37.3
HyundaiXcentSX 1.2,Hyundai,Xcent,SX 1.2,Sedan,Petrol,4,Manual,Blue,"43,800",1,4.3,7.7,746379,379950,49.1
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,6,Automatic,White,"5,100",1,4.5,7.2,581615,348490,40.1
HyundaiI20Magna (O) 1.2,Hyundai,I20,Magna (O) 1.2,Hatchback,Petrol,5,Manual,Brown,"26,000",1,4.5,7.6,613863,352182,42.6
HyundaiI10Sportz 1.2,Hyundai,I10,Sportz 1.2,Hatchback,Petrol,3,Manual,White,"15,000",1,5,5.8,537850,393888,26.8
HyundaiI10Era,Hyundai,I10,Era,Hatchback,Petrol,8,Manual,Red,"72,247",1,4.3,4.8,446864,224502,49.8
HyundaiI20Sportz 1.2 (O),Hyundai,I20,Sportz 1.2 (O),Hatchback,Petrol,7,Manual,White,"54,434",1,5,4.2,608104,306222,49.6
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,5,Manual,White,"30,000",1,5,5.9,585070,379950,35.1
HyundaiEonEra +,Hyundai,Eon,Era +,Hatchback,Petrol,6,Manual,Silver,"29,000",1,4.5,4.9,442461,256128,42.1
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,8,Manual,White,"41,949",1,4.5,5.4,585070,278838,52.3
HyundaiVerna1.6 CRDI SX,Hyundai,Verna,1.6 CRDI SX,Sedan,Diesel,7,Manual,White,"69,000",1,4.5,6.6,1375438,473550,65.6
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,7,Manual,Red,"44,988",1,4.5,4.2,585070,319968,45.3
HyundaiI20Sportz 1.2 BS-IV,Hyundai,I20,Sportz 1.2 BS-IV,Hatchback,Petrol,5,Manual,Blue,"35,156",1,4.3,7.4,685269,403200,41.2
HyundaiI10Magna 1.2 AT,Hyundai,I10,Magna 1.2 AT,Hatchback,Petrol,8,Automatic,Red,"40,337",1,4.5,4.2,527484,292512,44.5
HyundaiAccentExecutive,Hyundai,Accent,Executive,Sedan,Petrol,7,Manual,Silver,"41,000",1,4.3,5.1,596659,206800,65.3
HyundaiI10Sportz 1.2 Kappa2,Hyundai,I10,Sportz 1.2 Kappa2,Hatchback,Petrol,7,Manual,Grey,"17,000",1,4.5,6.9,544760,256128,53.0
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,9,Manual,Red,"68,928",1,5,5,585070,260662,55.4
HyundaiVernaFluidic 1.6 VTVT SX,Hyundai,Verna,Fluidic 1.6 VTVT SX,Sedan,Petrol,7,Manual,White,"55,000",1,4.3,6.9,1046416,464118,55.6
HyundaiVernaFluidic 1.6 CRDi SX,Hyundai,Verna,Fluidic 1.6 CRDi SX,Sedan,Diesel,7,Manual,Purple,"52,000",1,4.3,6.6,1217935,520950,57.2
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,8,Automatic,Red,"34,000",2,4.5,5.3,581615,297078,48.9
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,Petrol,9,Manual,Golden,"63,226",2,5,4,738248,287950,61.0
HyundaiI10Era,Hyundai,I10,Era,Hatchback,Petrol,6,Manual,Silver,"18,668",1,5,4.8,446864,287950,35.6
HyundaiI10Era 1.1 iRDE2,Hyundai,I10,Era 1.1 iRDE2,Hatchback,Petrol,5,Manual,Silver,"67,000",1,4,9.2,504450,238032,52.8
HyundaiI20Sportz 1.2 BS-IV,Hyundai,I20,Sportz 1.2 BS-IV,Hatchback,Petrol,7,Manual,White,"46,980",1,5,4.2,685269,324558,52.6
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,5,Automatic,Grey,"33,000",1,5,6.2,581615,324558,44.2
HyundaiI10Asta 1.2 AT with Sunroof,Hyundai,I10,Asta 1.2 AT with Sunroof,Hatchback,Petrol,8,Automatic,Red,"45,000",1,4.5,8.4,685269,233518,65.9
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,9,Manual,Maroon,"55,050",2,4.5,7.2,585070,242550,58.5
HyundaiEonEra +,Hyundai,Eon,Era +,Hatchback,Petrol,5,Manual,Grey,"24,800",1,9.9,7,442461,211200,52.3
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,8,Manual,Other,"47,459",1,9.9,5.2,585070,251598,57.0
HyundaiGrand I10Asta AT 1.2 Kappa VTVT,Hyundai,Grand I10,Asta AT 1.2 Kappa VTVT,Hatchback,Petrol,3,Automatic,White,"8,000",1,5,4,731337,578358,20.9
HyundaiSantro XingGL,Hyundai,Santro Xing,GL,Hatchback,Petrol,7,Manual,Grey,"28,000",1,4.9,4.2,404202,242550,40.0
HyundaiI10Magna 1.2,Hyundai,I10,Magna 1.2,Hatchback,Petrol,3,Manual,Red,"15,004",1,5,4.2,482567,347568,28.0
HyundaiXcentS 1.2 (O),Hyundai,Xcent,S 1.2 (O),Sedan,Petrol,4,Manual,Red,"19,500",1,5,7,685332,403200,41.2
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,5,Automatic,Grey,"33,000",1,5,4.5,581615,333750,42.6
HyundaiGrand I10Sportz 1.2 Kappa VTVT,Hyundai,Grand I10,Sportz 1.2 Kappa VTVT,Hatchback,Petrol,4,Manual,White,"22,000",1,4.3,3.6,647262,421872,34.8
HyundaiAccentExecutive,Hyundai,Accent,Executive,Sedan,Petrol,8,Manual,Silver,"51,000",1,5,5.3,596659,176000,70.5
HyundaiGrand I10Magna 1.2 Kappa VTVT,Hyundai,Grand I10,Magna 1.2 Kappa VTVT,Hatchback,Petrol,5,Manual,White,"48,000",1,4,4.4,633709,352182,44.4
HyundaiSanta Fe2 WD,Hyundai,Santa Fe,2 WD,SUV,diesel,7,Manual,White,"81,000",1,3.5,5.4,3156322,1211250,61.6
HyundaiI10Asta1.2AtKappa2,Hyundai,I10,Asta1.2AtKappa2,Hatchback,Petrol,7,Automatic,Beige,"27,176",1,8.5,5,712790,324558,54.5
HyundaiI20Sportz 1.2,Hyundai,I20,Sportz 1.2,Hatchback,Petrol,7,Manual,Red,"70,000",1,4,7.4,678359,287950,57.6
HyundaiVernaFluidic 1.6 VTVT SX Opt AT,Hyundai,Verna,Fluidic 1.6 VTVT SX Opt AT,Sedan,Petrol,6,Automatic,White,"31,256",1,4.5,8.4,1187794,492462,58.5
HyundaiSantro XingGLS,Hyundai,Santro Xing,GLS,Hatchback,Petrol,7,Manual,Silver,"45,000",1,4.5,5.9,457174,198000,56.7
HyundaiI10Era,Hyundai,I10,Era,Hatchback,Petrol,10,Manual,Blue,"66,000",1,4.5,7.9,446864,171600,61.6
HyundaiEonEra +,Hyundai,Eon,Era +,Hatchback,Petrol,6,Manual,Grey,"44,000",1,4.3,4.4,442461,233518,47.2
HyundaiI10Magna 1.2,Hyundai,I10,Magna 1.2,Hatchback,Petrol,6,Manual,Red,"51,000",1,4.3,7.4,482567,251598,47.9
HyundaiI10Magna,Hyundai,I10,Magna,Hatchback,Petrol,8,Manual,Blue,"40,000",1,4.5,4.8,462988,242550,47.6
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,7,Automatic,Blue,"35,000",1,4.5,4.8,581615,324558,44.2
HyundaiVernaFluidic 1.6 VTVT SX,Hyundai,Verna,Fluidic 1.6 VTVT SX,Sedan,Petrol,7,Manual,White,"69,200",1,4.8,4,1046416,520950,50.2
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,7,Manual,Silver,"50,009",2,5,4.5,585070,274288,53.1
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,8,Manual,Black,"21,000",1,5,5,585070,265200,54.7
HyundaiI10Magna 1.2,Hyundai,I10,Magna 1.2,Hatchback,Petrol,10,Manual,Golden,"51,000",2,5,4.2,482567,184800,61.7
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,Petrol,8,Manual,Black,"66,000",2,4.8,5.7,738248,265200,64.1
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,Petrol,9,Manual,Black,"40,000",1,4.5,7.4,738248,233518,68.4
HyundaiI10Sportz 1.2,Hyundai,I10,Sportz 1.2,Hatchback,Petrol,5,Manual,Silver,"39,000",2,4.3,6.3,537850,310800,42.2
HyundaiI10Sportz 1.2 AT,Hyundai,I10,Sportz 1.2 AT,Hatchback,Petrol,8,Automatic,Red,"60,000",1,5,4.2,581615,287950,50.5
HyundaiI20Sportz 1.2,Hyundai,I20,Sportz 1.2,Hatchback,Petrol,8,Manual,Grey,"54,000",1,5,4.5,678359,257034,62.1
HyundaiVernaFluidic 1.6 CRDi SX,Hyundai,Verna,Fluidic 1.6 CRDi SX,Sedan,Diesel,3,Manual,Silver,"30,000",1,8.3,4.5,1217935,837796,31.2
HyundaiVerna1.6 VTVT SX,Hyundai,Verna,1.6 VTVT SX,Sedan,Petrol,5,Manual,White,"35,000",1,4.3,5.4,1135123,641200,43.5
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,Petrol,8,Manual,Beige,"34,998",1,4.5,4.4,738248,315382,57.3
HyundaiElantra1.6 S MT,Hyundai,Elantra,1.6 S MT,Sedan,Diesel,4,Manual,White,"50,000",1,9.9,4.2,1795261,1211250,32.5
HyundaiI10Sportz 1.2,Hyundai,I10,Sportz 1.2,Hatchback,Petrol,6,Manual,Silver,"40,937",1,9.9,6.1,537850,278838,48.2
HyundaiElite I20Asta 1.2 (O),Hyundai,Elite I20,Asta 1.2 (O),Hatchback,Petrol,3,Manual,Maroon,"18,000",1,4.3,4.8,912293,607278,33.4
HyundaiI10Asta1.2,Hyundai,I10,Asta1.2,Hatchback,Petrol,9,Manual,Black,"26,600",1,4.5,7.2,589156,211200,64.2
HyundaiGrand I10Asta,Hyundai,Grand I10,Asta,Hatchback,Petrol,5,Manual,White,"43,871",1,4.3,8.2,711676,384592,46.0
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,5,Manual,Brown,"61,905",1,9.8,6.1,585070,378094,35.4
HyundaiGrand I10Sportz 1.2 Kappa VTVT,Hyundai,Grand I10,Sportz 1.2 Kappa VTVT,Hatchback,Petrol,2,Manual,Blue,"18,000",1,3.5,5.3,647262,492462,23.9
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,6,Manual,Red,"22,000",1,4.5,4.6,585070,352182,39.8
HyundaiI10Magna1.1,Hyundai,I10,Magna1.1,Hatchback,Petrol,6,Manual,Grey,"84,000",1,3.5,4.9,530124,287950,45.7
HyundaiSonata2.4 GDi MT,Hyundai,Sonata,2.4 GDi MT,Sedan,Petrol,6,Manual,Silver,"34,267",1,6.4,6.8,2415360,1028524,57.4
HyundaiElite I20Asta 1.2,Hyundai,Elite I20,Asta 1.2,Hatchback,Petrol,3,Manual,Red,"18,605",1,4.3,4.8,822103,616950,25.0
HyundaiVerna1.6 CRDI EX,Hyundai,Verna,1.6 CRDI EX,Sedan,Diesel,6,Manual,Purple,"50,000",1,4.3,4.8,1241250,511438,58.8
HyundaiXcentBase 1.1 CRDi,Hyundai,Xcent,Base 1.1 CRDi,Sedan,Diesel,2,Manual,Silver,"13,500",1,9.9,6.1,717230,544800,24.0
HyundaiI10Era 1.1 iRDE2,Hyundai,I10,Era 1.1 iRDE2,Hatchback,Petrol,10,Manual,Red,"30,700",1,4.5,4.8,504450,134640,73.3
HyundaiVernaFluidic 1.6 CRDi,Hyundai,Verna,Fluidic 1.6 CRDi,Sedan,Diesel,5,Manual,Silver,"43,500",1,9.9,4.6,1084817,578358,46.7
HyundaiElite I20Asta 1.4 CRDI (O),Hyundai,Elite I20,Asta 1.4 CRDI (O),Hatchback,Diesel,3,Manual,Blue,"34,000",1,3.5,5.7,972640,620339,36.2
HyundaiI10Magna,Hyundai,I10,Magna,Hatchback,Petrol,7,Manual,Beige,"60,000",1,8.4,5.1,462988,233518,49.6
HyundaiI10Magna,Hyundai,I10,Magna,Hatchback,Petrol,9,Manual,Silver,"50,200",2,9.9,5.9,462988,180400,61.0
HyundaiEon1.0 Kappa Magna +,Hyundai,Eon,1.0 Kappa Magna +,Hatchback,Petrol,3,Manual,Grey,"30,571",1,3.8,8,473387,301648,36.3
HyundaiI10Asta1.2,Hyundai,I10,Asta1.2,Hatchback,Petrol,9,Manual,Red,"79,298",2,4.3,8.2,589156,260662,55.8
HyundaiXcentBase 1.1 CRDi,Hyundai,Xcent,Base 1.1 CRDi,Sedan,Diesel,3,Manual,Silver,"55,000",1,9.3,7.2,717230,506688,29.4
HyundaiI10Sportz 1.2 AT Kappa2,Hyundai,I10,Sportz 1.2 AT Kappa2,Hatchback,Petrol,8,Automatic,Golden,"25,000",1,4.5,4.6,610408,278838,54.3
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,7,Manual,Red,"38,000",1,6.8,6,585070,306222,47.7
HyundaiI10Magna,Hyundai,I10,Magna,Hatchback,Petrol,10,Manual,Black,"78,000",1,6.7,6.4,462988,193600,58.2
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,7,Manual,other,"2,011",1,6.8,7.2,585070,316299,45.9
HyundaiAccentGLE,Hyundai,Accent,GLE,Sedan,Petrol,9,Manual,Silver,"59,000",1,6.4,7.6,691111,184800,73.3
HyundaiI20Asta 1.2,Hyundai,I20,Asta 1.2,Hatchback,diesel,8,Manual,Golden,"30,177",1,6.8,4.6,738248,376239,49.0
HyundaiI20Magna 1.2,Hyundai,I20,Magna 1.2,Hatchback,Petrol,8,Manual,Red,"40,000",1,4.5,6.4,585070,287950,50.8
HyundaiSantro XingGLS,Hyundai,Santro Xing,GLS,Hatchback,Petrol,11,Manual,White,"41,000",1,6.8,6,457174,145200,68.2
HyundaiSantro XingGLS,Hyundai,Santro Xing,GLS,Hatchback,Petrol,8,Manual,Grey,"68,000",3,6.1,6.2,457174,198000,56.7
HyundaiI10Magna,Hyundai,I10,Magna,Hatchback,Petrol,10,Manual,Silver,"77,947",2,6.4,6,462988,198000,57.2
HyundaiI20Sportz 1.2,Hyundai,I20,Sportz 1.2,Hatchback,Petrol,7,Manual,White,"47,967",2,6.4,5.2,678359,319968,52.8
HyundaiSantro XingGL,Hyundai,Santro Xing,GL,Hatchback,Petrol,12,Manual,other,"49,000",1,6.8,5,404202,132000,67.3
HyundaiI10Era1.11rde2,Hyundai,I10,Era1.11rde2,Hatchback,Petrol,3,Manual,Red,"52,000",2,5,9.9,501165,211200,57.9
HyundaiVernaFluidic 1.6 CRDi SX,Hyundai,Verna,Fluidic 1.6 CRDi SX,Sedan,diesel,7,Manual,White,"46,000",1,6.4,4.2,1217935,621792,48.9
HyundaiSantro XingGL,Hyundai,Santro Xing,GL,Hatchback,Petrol,11,Manual,Blue,"50,000",1,6.8,5.2,404202,162800,59.7
HyundaiI10Sportz 1.2 AT Kappa2,Hyundai,I10,Sportz 1.2 AT Kappa2,Hatchback,Petrol,5,Automatic,White,"11,000",1,4.5,8.2,610408,379950,37.8
HyundaiSantroGl,Hyundai,Santro,Gl,Hatchback,Petrol,11,Manual,Silver,"39,000",1,4.5,5.2,406405,127600,68.6
HyundaiI10Magna,Hyundai,I10,Magna,Hatchback,Petrol,10,Manual,White,"36,000",1,6.8,6.6,462988,215600,53.4
HyundaiSantroGl,Hyundai,Santro,Gl,Hatchback,Petrol,11,Manual,Blue,"75,767",2,6.4,3.4,406405,274288,32.5
HyundaiEonD-Lite +,Hyundai,Eon,D-Lite +,Hatchback,Petrol,6,Manual,Silver,"68,415",1,5.4,5.8,426419,211200,50.5
HyundaiGrand I10Asta,Hyundai,Grand I10,Asta,Hatchback,Petrol,5,Manual,Blue,"45,698",1,5.7,7.8,711676,403200,43.3
HyundaiI20Magna 1.4 CRDI,Hyundai,I20,Magna 1.4 CRDI,Hatchback,Petrol,7,Manual,White,"48,779",1,6.7,3.8,739676,426550,42.3
HyundaiI20Magna 1.4 CRDI,Hyundai,I20,Magna 1.4 CRDI,Hatchback,diesel,7,Manual,White,"39,565",1,6.8,6.6,739676,384592,48.0
HyundaiI10Magna,Hyundai,I10,Magna,Hatchback,Petrol,10,Manual,Golden,"59,000",2,6.8,7,462988,162800,64.8
HyundaiI10Magna,Hyundai,I10,Magna,Hatchback,Petrol,10,Manual,Red,"63,000",1,6.8,3.4,462988,238032,48.6
HyundaiSantro XingXl,Hyundai,Santro Xing,Xl,Hatchback,cng,12,Manual,Blue,"38,000",1,7,3.8,432991,145200,66.5
